smiles_solvent,smiles_solute,inchi_solvent,inchi_solute,dGsolv_avg,dGsolv_std [kcal/mol],dGsolv_all [kcal/mol],Source_all,mw_solvent,mw_solute,heavy_atoms_solvent,heavy_atoms_solute
CCCOCCO,C1=CC=C2C=C3C=CC=CC3=CC2=C1,"InChI=1/C5H12O2/c1-2-4-7-5-3-6/h6H,2-5H2,1H3",InChI=1/C14H10/c1-2-6-12-10-14-8-4-3-7-13(14)9-11(12)5-1/h1-10H,-10.81,0,[-10.81],['Abraham Paper (A12)'],104.149,178.234,7,14
CCOCCO,C1=CC=C2C=C3C=CC=CC3=CC2=C1,"InChI=1/C4H10O2/c1-2-6-4-3-5/h5H,2-4H2,1H3",InChI=1/C14H10/c1-2-6-12-10-14-8-4-3-7-13(14)9-11(12)5-1/h1-10H,-10.73,0,[-10.73],['Abraham Paper (A12)'],90.122,178.234,6,14
COCCO,C1=CC=C2C=C3C=CC=CC3=CC2=C1,"InChI=1/C3H8O2/c1-5-3-2-4/h4H,2-3H2,1H3",InChI=1/C14H10/c1-2-6-12-10-14-8-4-3-7-13(14)9-11(12)5-1/h1-10H,-10.78,0,[-10.78],['Abraham Paper (A12)'],76.095,178.234,5,14
CC(C)OCCO,C1=CC=C2C=C3C=CC=CC3=CC2=C1,"InChI=1/C5H12O2/c1-5(2)7-4-3-6/h5-6H,3-4H2,1-2H3",InChI=1/C14H10/c1-2-6-12-10-14-8-4-3-7-13(14)9-11(12)5-1/h1-10H,-10.76,0,[-10.76],['Abraham Paper (A12)'],104.149,178.234,7,14
CC(OC)CCO,C1=CC=C2C=C3C=CC=CC3=CC2=C1,"InChI=1/C5H12O2/c1-5(7-2)3-4-6/h5-6H,3-4H2,1-2H3",InChI=1/C14H10/c1-2-6-12-10-14-8-4-3-7-13(14)9-11(12)5-1/h1-10H,-10.68,0,[-10.68],['Abraham Paper (A12)'],104.149,178.234,7,14
CC(C)(C)OCC(C)O,C1=CC=C2C=C3C=CC=CC3=CC2=C1,"InChI=1/C7H16O2/c1-6(8)5-9-7(2,3)4/h6,8H,5H2,1-4H3",InChI=1/C14H10/c1-2-6-12-10-14-8-4-3-7-13(14)9-11(12)5-1/h1-10H,-10.53,0,[-10.53],['Abraham Paper (A12)'],132.203,178.234,9,14
CC(=O)C,C1=CC=C2C=C3C=CC=CC3=CC2=C1,InChI=1/C3H6O/c1-3(2)4/h1-2H3,InChI=1/C14H10/c1-2-6-12-10-14-8-4-3-7-13(14)9-11(12)5-1/h1-10H,-11.21,0,"[-11.21, -11.21, -11.21, -11.21]","['Abraham Paper (A12)', 'Abraham Paper (A4)', 'Abraham Paper (A4)', 'Abraham Paper (A4)']",58.08,178.234,4,14
CCC(=O)C,C1=CC=C2C=C3C=CC=CC3=CC2=C1,"InChI=1/C4H8O/c1-3-4(2)5/h3H2,1-2H3",InChI=1/C14H10/c1-2-6-12-10-14-8-4-3-7-13(14)9-11(12)5-1/h1-10H,-11.35,0,"[-11.35, -11.35, -11.35, -11.35]","['Abraham Paper (A12)', 'Abraham Paper (A4)', 'Abraham Paper (A4)', 'Abraham Paper (A4)']",72.107,178.234,5,14
CO,C1=CC=C2C=CC=CC2=C1,"InChI=1/CH4O/c1-2/h2H,1H3",InChI=1/C10H8/c1-2-6-10-8-4-3-7-9(10)5-1/h1-8H,-7.01,0,"[-7.01, -7.01]","['Abraham Paper (A12)', 'Abraham Paper (A2)']",32.042,128.174,2,10
CCO,C1=CC=C2C=CC=CC2=C1,"InChI=1/C2H6O/c1-2-3/h3H,2H2,1H3",InChI=1/C10H8/c1-2-6-10-8-4-3-7-9(10)5-1/h1-8H,-7.08,0.035,"[-7.04, -7.11]","['Abraham Paper (A12)', 'Abraham Paper (A2)']",46.069,128.174,3,10
CCCO,C1=CC=C2C=CC=CC2=C1,"InChI=1/C3H8O/c1-2-3-4/h4H,2-3H2,1H3",InChI=1/C10H8/c1-2-6-10-8-4-3-7-9(10)5-1/h1-8H,-7.08,0,"[-7.08, -7.08]","['Abraham Paper (A12)', 'Abraham Paper (A2)']",60.096,128.174,4,10
CCCCO,C1=CC=C2C=CC=CC2=C1,"InChI=1/C4H10O/c1-2-3-4-5/h5H,2-4H2,1H3",InChI=1/C10H8/c1-2-6-10-8-4-3-7-9(10)5-1/h1-8H,-7.09,0,"[-7.09, -7.09]","['Abraham Paper (A12)', 'Abraham Paper (A2)']",74.123,128.174,5,10
CCCCCO,C1=CC=C2C=CC=CC2=C1,"InChI=1/C5H12O/c1-2-3-4-5-6/h6H,2-5H2,1H3",InChI=1/C10H8/c1-2-6-10-8-4-3-7-9(10)5-1/h1-8H,-6.89,0,"[-6.89, -6.89]","['Abraham Paper (A12)', 'Abraham Paper (A2)']",88.15,128.174,6,10
CCCCCCO,C1=CC=C2C=CC=CC2=C1,"InChI=1/C6H14O/c1-2-3-4-5-6-7/h7H,2-6H2,1H3",InChI=1/C10H8/c1-2-6-10-8-4-3-7-9(10)5-1/h1-8H,-7.12,0,"[-7.12, -7.12]","['Abraham Paper (A12)', 'Abraham Paper (A2)']",102.177,128.174,7,10
CC(=O)OCC,C1=CC=C2C=CC=CC2=C1,"InChI=1/C4H8O2/c1-3-6-4(2)5/h3H2,1-2H3",InChI=1/C10H8/c1-2-6-10-8-4-3-7-9(10)5-1/h1-8H,-7.78,0,[-7.78],['Abraham Paper (A12)'],88.106,128.174,6,10
CC(=O)OCC(C)C,C1=CC=C2C=CC=CC2=C1,"InChI=1/C6H12O2/c1-5(2)4-8-6(3)7/h5H,4H2,1-3H3",InChI=1/C10H8/c1-2-6-10-8-4-3-7-9(10)5-1/h1-8H,-7.7,0,[-7.7],['Abraham Paper (A12)'],116.16,128.174,8,10
CC(=O)C,C1=CC=C2C=CC=CC2=C1,InChI=1/C3H6O/c1-3(2)4/h1-2H3,InChI=1/C10H8/c1-2-6-10-8-4-3-7-9(10)5-1/h1-8H,-7.84,0,"[-7.84, -7.84, -7.84, -7.84]","['Abraham Paper (A12)', 'Abraham Paper (A4)', 'Abraham Paper (A4)', 'Abraham Paper (A4)']",58.08,128.174,4,10
CO,C1=CC=CC=C1,"InChI=1/CH4O/c1-2/h2H,1H3",InChI=1/C6H6/c1-2-4-6-5-3-1/h1-6H,-3.85,0.047,"[-3.78, -3.78, -3.859, -3.9198, -3.8323, -3.8886, -3.8283, -3.8732]","['Abraham Paper (A12)', 'Abraham Paper (A2)', 'CompSol Binary (entry number=47190)', 'CompSol Binary (entry number=47191)', 'CompSol Binary (entry number=47192)', 'CompSol Binary (entry number=47195)', 'CompSol Binary (entry number=47196)', 'CompSol Binary (entry number=47197)']",32.042,78.114,2,6
CCO,C1=CC=CC=C1,"InChI=1/C2H6O/c1-2-3/h3H,2H2,1H3",InChI=1/C6H6/c1-2-4-6-5-3-1/h1-6H,-3.88,0.102,"[-3.79, -3.79, -3.9864, -3.9509, -4.0255, -3.9469, -3.7468, -3.8304, -3.6903, -3.8304, -4.0023, -3.9252, -3.9292]","['Abraham Paper (A12)', 'Abraham Paper (A2)', 'CompSol Binary (entry number=39480)', 'CompSol Binary (entry number=39481)', 'CompSol Binary (entry number=39496)', 'CompSol Binary (entry number=39516)', 'CompSol Binary (entry number=39519)', 'CompSol Binary (entry number=39523)', 'CompSol Binary (entry number=39524)', 'CompSol Binary (entry number=39529)', 'CompSol Binary (entry number=39538)', 'CompSol Binary (entry number=39539)', 'CompSol Binary (entry number=39541)']",46.069,78.114,3,6
CCCO,C1=CC=CC=C1,"InChI=1/C3H8O/c1-2-3-4/h4H,2-3H2,1H3",InChI=1/C6H6/c1-2-4-6-5-3-1/h1-6H,-3.84,0.077,"[-3.79, -3.79, -3.9538]","['Abraham Paper (A12)', 'Abraham Paper (A2)', 'CompSol Binary (entry number=14851)']",60.096,78.114,4,6
CCCCCCCCCCO,C1=CC=CC=C1,"InChI=1/C10H22O/c1-2-3-4-5-6-7-8-9-10-11/h11H,2-10H2,1H3",InChI=1/C6H6/c1-2-4-6-5-3-1/h1-6H,-3.59,0,"[-3.59, -3.59]","['Abraham Paper (A12)', 'Abraham Paper (A2)']",158.285,78.114,11,6
CCCCOCCCC,C1=CC=CC=C1,"InChI=1/C8H18O/c1-3-5-7-9-8-6-4-2/h3-8H2,1-2H3",InChI=1/C6H6/c1-2-4-6-5-3-1/h1-6H,-4.11,0,"[-4.11, -4.11]","['Abraham Paper (A12)', 'Abraham Paper (A9)']",130.231,78.114,9,6
CC(C)(C)OC,C1=CC=CC=C1,"InChI=1/C5H12O/c1-5(2,3)6-4/h1-4H3",InChI=1/C6H6/c1-2-4-6-5-3-1/h1-6H,-4.31,0,[-4.31],['Abraham Paper (A12)'],88.15,78.114,6,6
CC(=O)OCC,C1=CC=CC=C1,"InChI=1/C4H8O2/c1-3-6-4(2)5/h3H2,1-2H3",InChI=1/C6H6/c1-2-4-6-5-3-1/h1-6H,-4.42,0,"[-4.42, -4.42]","['Abraham Paper (A12)', 'Abraham Paper (A3)']",88.106,78.114,6,6
CC(=O)OC,C1=CC=CC=C1,InChI=1/C3H6O2/c1-3(4)5-2/h1-2H3,InChI=1/C6H6/c1-2-4-6-5-3-1/h1-6H,-4.38,0,"[-4.38, -4.38]","['Abraham Paper (A12)', 'Abraham Paper (A3)']",74.079,78.114,5,6
CC(=O)OCCCC,C1=CC=CC=C1,"InChI=1/C6H12O2/c1-3-4-5-8-6(2)7/h3-5H2,1-2H3",InChI=1/C6H6/c1-2-4-6-5-3-1/h1-6H,-3.87,0,"[-3.87, -3.87]","['Abraham Paper (A12)', 'Abraham Paper (A3)']",116.16,78.114,8,6
CC(=O)C,C1=CC=CC=C1,InChI=1/C3H6O/c1-3(2)4/h1-2H3,InChI=1/C6H6/c1-2-4-6-5-3-1/h1-6H,-4.42,0.041,"[-4.38, -4.38, -4.4756, -4.4334, -4.4607, -4.4541, -4.4448, -4.3567, -4.3853]","['Abraham Paper (A12)', 'Abraham Paper (A4)', 'CompSol Binary (entry number=25689)', 'CompSol Binary (entry number=25690)', 'CompSol Binary (entry number=25697)', 'CompSol Binary (entry number=25698)', 'CompSol Binary (entry number=25699)', 'CompSol Binary (entry number=25734)', 'CompSol Binary (entry number=25737)']",58.08,78.114,4,6
CCC(=O)C,C1=CC=CC=C1,"InChI=1/C4H8O/c1-3-4(2)5/h3H2,1-2H3",InChI=1/C6H6/c1-2-4-6-5-3-1/h1-6H,-4.49,0.003,"[-4.49, -4.49, -4.4935, -4.4892, -4.4858, -4.4858]","['Abraham Paper (A12)', 'Abraham Paper (A4)', 'CompSol Binary (entry number=19972)', 'CompSol Binary (entry number=19973)', 'CompSol Binary (entry number=20011)', 'CompSol Binary (entry number=20013)']",72.107,78.114,5,6
CC(C)CC(=O)C,C1=CC=CC=C1,"InChI=1/C6H12O/c1-5(2)4-6(3)7/h5H,4H2,1-3H3",InChI=1/C6H6/c1-2-4-6-5-3-1/h1-6H,-4.44,0,[-4.44],['Abraham Paper (A12)'],100.161,78.114,7,6
CCO,C1=CC=NC=C1,"InChI=1/C2H6O/c1-2-3/h3H,2H2,1H3",InChI=1/C5H5N/c1-2-4-6-5-3-1/h1-5H,-5.7,0,"[-5.7, -5.7]","['Abraham Paper (A12)', 'Abraham Paper (A2)']",46.069,79.102,3,6
CCCO,C1=CC=NC=C1,"InChI=1/C3H8O/c1-2-3-4/h4H,2-3H2,1H3",InChI=1/C5H5N/c1-2-4-6-5-3-1/h1-5H,-5.44,0,"[-5.44, -5.44]","['Abraham Paper (A12)', 'Abraham Paper (A2)']",60.096,79.102,4,6
CCCCO,C1=CC=NC=C1,"InChI=1/C4H10O/c1-2-3-4-5/h5H,2-4H2,1H3",InChI=1/C5H5N/c1-2-4-6-5-3-1/h1-5H,-5.39,0,"[-5.39, -5.39]","['Abraham Paper (A12)', 'Abraham Paper (A2)']",74.123,79.102,5,6
CC(=O)C,C1=CC=NC=C1,InChI=1/C3H6O/c1-3(2)4/h1-2H3,InChI=1/C5H5N/c1-2-4-6-5-3-1/h1-5H,-5.42,0,"[-5.42, -5.42]","['Abraham Paper (A12)', 'Abraham Paper (A4)']",58.08,79.102,4,6
CCC(=O)C,C1=CC=NC=C1,"InChI=1/C4H8O/c1-3-4(2)5/h3H2,1-2H3",InChI=1/C5H5N/c1-2-4-6-5-3-1/h1-5H,-5.37,0,"[-5.37, -5.37]","['Abraham Paper (A12)', 'Abraham Paper (A4)']",72.107,79.102,5,6
CO,C1=CC2=C3C(=C1)C=CC4=CC=CC(=C43)C=C2,"InChI=1/CH4O/c1-2/h2H,1H3",InChI=1/C16H10/c1-3-11-7-9-13-5-2-6-14-10-8-12(4-1)15(11)16(13)14/h1-10H,-11.2,0,"[-11.2, -11.2]","['Abraham Paper (A12)', 'Abraham Paper (A2)']",32.042,202.256,2,16
CCO,C1=CC2=C3C(=C1)C=CC4=CC=CC(=C43)C=C2,"InChI=1/C2H6O/c1-2-3/h3H,2H2,1H3",InChI=1/C16H10/c1-3-11-7-9-13-5-2-6-14-10-8-12(4-1)15(11)16(13)14/h1-10H,-11.55,0,"[-11.55, -11.55]","['Abraham Paper (A12)', 'Abraham Paper (A2)']",46.069,202.256,3,16
CCCO,C1=CC2=C3C(=C1)C=CC4=CC=CC(=C43)C=C2,"InChI=1/C3H8O/c1-2-3-4/h4H,2-3H2,1H3",InChI=1/C16H10/c1-3-11-7-9-13-5-2-6-14-10-8-12(4-1)15(11)16(13)14/h1-10H,-11.46,0,"[-11.46, -11.46]","['Abraham Paper (A12)', 'Abraham Paper (A2)']",60.096,202.256,4,16
CCCCO,C1=CC2=C3C(=C1)C=CC4=CC=CC(=C43)C=C2,"InChI=1/C4H10O/c1-2-3-4-5/h5H,2-4H2,1H3",InChI=1/C16H10/c1-3-11-7-9-13-5-2-6-14-10-8-12(4-1)15(11)16(13)14/h1-10H,-11.57,0,"[-11.57, -11.57]","['Abraham Paper (A12)', 'Abraham Paper (A2)']",74.123,202.256,5,16
CCCCCO,C1=CC2=C3C(=C1)C=CC4=CC=CC(=C43)C=C2,"InChI=1/C5H12O/c1-2-3-4-5-6/h6H,2-5H2,1H3",InChI=1/C16H10/c1-3-11-7-9-13-5-2-6-14-10-8-12(4-1)15(11)16(13)14/h1-10H,-11.7,0,"[-11.7, -11.7]","['Abraham Paper (A12)', 'Abraham Paper (A2)']",88.15,202.256,6,16
CCCCCCO,C1=CC2=C3C(=C1)C=CC4=CC=CC(=C43)C=C2,"InChI=1/C6H14O/c1-2-3-4-5-6-7/h7H,2-6H2,1H3",InChI=1/C16H10/c1-3-11-7-9-13-5-2-6-14-10-8-12(4-1)15(11)16(13)14/h1-10H,-11.81,0,"[-11.81, -11.81]","['Abraham Paper (A12)', 'Abraham Paper (A2)']",102.177,202.256,7,16
CCCCCCCO,C1=CC2=C3C(=C1)C=CC4=CC=CC(=C43)C=C2,"InChI=1/C7H16O/c1-2-3-4-5-6-7-8/h8H,2-7H2,1H3",InChI=1/C16H10/c1-3-11-7-9-13-5-2-6-14-10-8-12(4-1)15(11)16(13)14/h1-10H,-11.76,0,"[-11.76, -11.76]","['Abraham Paper (A12)', 'Abraham Paper (A2)']",116.204,202.256,8,16
CCCCCCCCO,C1=CC2=C3C(=C1)C=CC4=CC=CC(=C43)C=C2,"InChI=1/C8H18O/c1-2-3-4-5-6-7-8-9/h9H,2-8H2,1H3",InChI=1/C16H10/c1-3-11-7-9-13-5-2-6-14-10-8-12(4-1)15(11)16(13)14/h1-10H,-11.94,0,[-11.94],['Abraham Paper (A12)'],130.231,202.256,9,16
CCC(O)(C)C,C1=CC2=C3C(=C1)C=CC4=CC=CC(=C43)C=C2,"InChI=1/C5H12O/c1-4-5(2,3)6/h6H,4H2,1-3H3",InChI=1/C16H10/c1-3-11-7-9-13-5-2-6-14-10-8-12(4-1)15(11)16(13)14/h1-10H,-11.46,0,[-11.46],['Abraham Paper (A12)'],88.15,202.256,6,16
CC(O)CC(C)C,C1=CC2=C3C(=C1)C=CC4=CC=CC(=C43)C=C2,"InChI=1/C6H14O/c1-5(2)4-6(3)7/h5-7H,4H2,1-3H3",InChI=1/C16H10/c1-3-11-7-9-13-5-2-6-14-10-8-12(4-1)15(11)16(13)14/h1-10H,-11.37,0,[-11.37],['Abraham Paper (A12)'],102.177,202.256,7,16
CCCC(C)CO,C1=CC2=C3C(=C1)C=CC4=CC=CC(=C43)C=C2,"InChI=1/C6H14O/c1-3-4-6(2)5-7/h6-7H,3-5H2,1-2H3",InChI=1/C16H10/c1-3-11-7-9-13-5-2-6-14-10-8-12(4-1)15(11)16(13)14/h1-10H,-11.53,0,[-11.53],['Abraham Paper (A12)'],102.177,202.256,7,16
CCCC(O)C,C1=CC2=C3C(=C1)C=CC4=CC=CC(=C43)C=C2,"InChI=1/C5H12O/c1-3-4-5(2)6/h5-6H,3-4H2,1-2H3",InChI=1/C16H10/c1-3-11-7-9-13-5-2-6-14-10-8-12(4-1)15(11)16(13)14/h1-10H,-11.48,0,[-11.48],['Abraham Paper (A12)'],88.15,202.256,6,16
CCCCC(CC)CO,C1=CC2=C3C(=C1)C=CC4=CC=CC(=C43)C=C2,"InChI=1/C8H18O/c1-3-5-6-8(4-2)7-9/h8-9H,3-7H2,1-2H3",InChI=1/C16H10/c1-3-11-7-9-13-5-2-6-14-10-8-12(4-1)15(11)16(13)14/h1-10H,-11.66,0,[-11.66],['Abraham Paper (A12)'],130.231,202.256,9,16
CCOCC,C1=CC2=C3C(=C1)C=CC4=CC=CC(=C43)C=C2,"InChI=1/C4H10O/c1-3-5-4-2/h3-4H2,1-2H3",InChI=1/C16H10/c1-3-11-7-9-13-5-2-6-14-10-8-12(4-1)15(11)16(13)14/h1-10H,-12.39,0,[-12.39],['Abraham Paper (A12)'],74.123,202.256,5,16
CCCCOCCCC,C1=CC2=C3C(=C1)C=CC4=CC=CC(=C43)C=C2,"InChI=1/C8H18O/c1-3-5-7-9-8-6-4-2/h3-8H2,1-2H3",InChI=1/C16H10/c1-3-11-7-9-13-5-2-6-14-10-8-12(4-1)15(11)16(13)14/h1-10H,-12.13,0,"[-12.13, -12.13]","['Abraham Paper (A12)', 'Abraham Paper (A9)']",130.231,202.256,9,16
CC(C)OC(C)C,C1=CC2=C3C(=C1)C=CC4=CC=CC(=C43)C=C2,"InChI=1/C6H14O/c1-5(2)7-6(3)4/h5-6H,1-4H3",InChI=1/C16H10/c1-3-11-7-9-13-5-2-6-14-10-8-12(4-1)15(11)16(13)14/h1-10H,-12,0,[-12.0],['Abraham Paper (A12)'],102.177,202.256,7,16
CC(C)(C)OC,C1=CC2=C3C(=C1)C=CC4=CC=CC(=C43)C=C2,"InChI=1/C5H12O/c1-5(2,3)6-4/h1-4H3",InChI=1/C16H10/c1-3-11-7-9-13-5-2-6-14-10-8-12(4-1)15(11)16(13)14/h1-10H,-12.21,0,[-12.21],['Abraham Paper (A12)'],88.15,202.256,6,16
CC(=O)OCC,C1=CC2=C3C(=C1)C=CC4=CC=CC(=C43)C=C2,"InChI=1/C4H8O2/c1-3-6-4(2)5/h3H2,1-2H3",InChI=1/C16H10/c1-3-11-7-9-13-5-2-6-14-10-8-12(4-1)15(11)16(13)14/h1-10H,-12.66,0,"[-12.66, -12.66]","['Abraham Paper (A12)', 'Abraham Paper (A3)']",88.106,202.256,6,16
CC(=O)OC,C1=CC2=C3C(=C1)C=CC4=CC=CC(=C43)C=C2,InChI=1/C3H6O2/c1-3(4)5-2/h1-2H3,InChI=1/C16H10/c1-3-11-7-9-13-5-2-6-14-10-8-12(4-1)15(11)16(13)14/h1-10H,-12.62,0,"[-12.62, -12.62]","['Abraham Paper (A12)', 'Abraham Paper (A3)']",74.079,202.256,5,16
CC(=O)OCCCC,C1=CC2=C3C(=C1)C=CC4=CC=CC(=C43)C=C2,"InChI=1/C6H12O2/c1-3-4-5-8-6(2)7/h3-5H2,1-2H3",InChI=1/C16H10/c1-3-11-7-9-13-5-2-6-14-10-8-12(4-1)15(11)16(13)14/h1-10H,-12.67,0,"[-12.67, -12.67]","['Abraham Paper (A12)', 'Abraham Paper (A3)']",116.16,202.256,8,16
CC(=O)OCCCCC,C1=CC2=C3C(=C1)C=CC4=CC=CC(=C43)C=C2,"InChI=1/C7H14O2/c1-3-4-5-6-9-7(2)8/h3-6H2,1-2H3",InChI=1/C16H10/c1-3-11-7-9-13-5-2-6-14-10-8-12(4-1)15(11)16(13)14/h1-10H,-12.72,0,[-12.72],['Abraham Paper (A12)'],130.187,202.256,9,16
COC(=O)CCC,C1=CC2=C3C(=C1)C=CC4=CC=CC(=C43)C=C2,"InChI=1/C5H10O2/c1-3-4-5(6)7-2/h3-4H2,1-2H3",InChI=1/C16H10/c1-3-11-7-9-13-5-2-6-14-10-8-12(4-1)15(11)16(13)14/h1-10H,-12.7,0,[-12.7],['Abraham Paper (A12)'],102.133,202.256,7,16
CCCCOCCO,C1=CC2=C3C(=C1)C=CC4=CC=CC(=C43)C=C2,"InChI=1/C6H14O2/c1-2-3-5-8-6-4-7/h7H,2-6H2,1H3",InChI=1/C16H10/c1-3-11-7-9-13-5-2-6-14-10-8-12(4-1)15(11)16(13)14/h1-10H,-12.42,0,[-12.42],['Abraham Paper (A12)'],118.176,202.256,8,16
CCCOCCO,C1=CC2=C3C(=C1)C=CC4=CC=CC(=C43)C=C2,"InChI=1/C5H12O2/c1-2-4-7-5-3-6/h6H,2-5H2,1H3",InChI=1/C16H10/c1-3-11-7-9-13-5-2-6-14-10-8-12(4-1)15(11)16(13)14/h1-10H,-12.43,0,[-12.43],['Abraham Paper (A12)'],104.149,202.256,7,16
CCOCCO,C1=CC2=C3C(=C1)C=CC4=CC=CC(=C43)C=C2,"InChI=1/C4H10O2/c1-2-6-4-3-5/h5H,2-4H2,1H3",InChI=1/C16H10/c1-3-11-7-9-13-5-2-6-14-10-8-12(4-1)15(11)16(13)14/h1-10H,-12.46,0,[-12.46],['Abraham Paper (A12)'],90.122,202.256,6,16
COCCO,C1=CC2=C3C(=C1)C=CC4=CC=CC(=C43)C=C2,"InChI=1/C3H8O2/c1-5-3-2-4/h4H,2-3H2,1H3",InChI=1/C16H10/c1-3-11-7-9-13-5-2-6-14-10-8-12(4-1)15(11)16(13)14/h1-10H,-12.24,0,[-12.24],['Abraham Paper (A12)'],76.095,202.256,5,16
CC(OC)CCO,C1=CC2=C3C(=C1)C=CC4=CC=CC(=C43)C=C2,"InChI=1/C5H12O2/c1-5(7-2)3-4-6/h5-6H,3-4H2,1-2H3",InChI=1/C16H10/c1-3-11-7-9-13-5-2-6-14-10-8-12(4-1)15(11)16(13)14/h1-10H,-12.26,0,[-12.26],['Abraham Paper (A12)'],104.149,202.256,7,16
CC(C)(C)OCC(C)O,C1=CC2=C3C(=C1)C=CC4=CC=CC(=C43)C=C2,"InChI=1/C7H16O2/c1-6(8)5-9-7(2,3)4/h6,8H,5H2,1-4H3",InChI=1/C16H10/c1-3-11-7-9-13-5-2-6-14-10-8-12(4-1)15(11)16(13)14/h1-10H,-12.29,0,[-12.29],['Abraham Paper (A12)'],132.203,202.256,9,16
CC(=O)C,C1=CC2=C3C(=C1)C=CC4=CC=CC(=C43)C=C2,InChI=1/C3H6O/c1-3(2)4/h1-2H3,InChI=1/C16H10/c1-3-11-7-9-13-5-2-6-14-10-8-12(4-1)15(11)16(13)14/h1-10H,-12.71,0,"[-12.71, -12.71, -12.71, -12.71]","['Abraham Paper (A12)', 'Abraham Paper (A4)', 'Abraham Paper (A4)', 'Abraham Paper (A4)']",58.08,202.256,4,16
CCC(=O)C,C1=CC2=C3C(=C1)C=CC4=CC=CC(=C43)C=C2,"InChI=1/C4H8O/c1-3-4(2)5/h3H2,1-2H3",InChI=1/C16H10/c1-3-11-7-9-13-5-2-6-14-10-8-12(4-1)15(11)16(13)14/h1-10H,-12.96,0,"[-12.96, -12.96, -12.96, -12.96]","['Abraham Paper (A12)', 'Abraham Paper (A4)', 'Abraham Paper (A4)', 'Abraham Paper (A4)']",72.107,202.256,5,16
CC(=O)OCC,C1=COC(=C1)C=O,"InChI=1/C4H8O2/c1-3-6-4(2)5/h3H2,1-2H3",InChI=1/C5H4O2/c6-4-5-2-1-3-7-5/h1-4H,-6.3,0,"[-6.3, -6.3]","['Abraham Paper (A12)', 'Abraham Paper (A3)']",88.106,96.085,6,7
CCCO,C1=CSC=C1,"InChI=1/C3H8O/c1-2-3-4/h4H,2-3H2,1H3",InChI=1/C4H4S/c1-2-4-5-3-1/h1-4H,-3.71,0,"[-3.71, -3.71]","['Abraham Paper (A12)', 'Abraham Paper (A2)']",60.096,84.143,4,5
CCC(=O)C,C1C=CCC=C1,"InChI=1/C4H8O/c1-3-4(2)5/h3H2,1-2H3","InChI=1/C6H8/c1-2-4-6-5-3-1/h1-2,5-6H,3-4H2",-4.41,0,"[-4.41, -4.41]","['Abraham Paper (A12)', 'Abraham Paper (A4)']",72.107,80.13,5,6
CO,C1C2=CC=CC=C2C3=CC=CC=C31,"InChI=1/CH4O/c1-2/h2H,1H3","InChI=1/C13H10/c1-3-7-12-10(5-1)9-11-6-2-4-8-13(11)12/h1-8H,9H2",-8.85,0,"[-8.85, -8.85]","['Abraham Paper (A12)', 'Abraham Paper (A2)']",32.042,166.223,2,13
CCO,C1C2=CC=CC=C2C3=CC=CC=C31,"InChI=1/C2H6O/c1-2-3/h3H,2H2,1H3","InChI=1/C13H10/c1-3-7-12-10(5-1)9-11-6-2-4-8-13(11)12/h1-8H,9H2",-8.93,0,"[-8.93, -8.93]","['Abraham Paper (A12)', 'Abraham Paper (A2)']",46.069,166.223,3,13
CCCO,C1C2=CC=CC=C2C3=CC=CC=C31,"InChI=1/C3H8O/c1-2-3-4/h4H,2-3H2,1H3","InChI=1/C13H10/c1-3-7-12-10(5-1)9-11-6-2-4-8-13(11)12/h1-8H,9H2",-9.09,0,"[-9.09, -9.09]","['Abraham Paper (A12)', 'Abraham Paper (A2)']",60.096,166.223,4,13
CCCCO,C1C2=CC=CC=C2C3=CC=CC=C31,"InChI=1/C4H10O/c1-2-3-4-5/h5H,2-4H2,1H3","InChI=1/C13H10/c1-3-7-12-10(5-1)9-11-6-2-4-8-13(11)12/h1-8H,9H2",-9.15,0,"[-9.15, -9.15]","['Abraham Paper (A12)', 'Abraham Paper (A2)']",74.123,166.223,5,13
CCCCCO,C1C2=CC=CC=C2C3=CC=CC=C31,"InChI=1/C5H12O/c1-2-3-4-5-6/h6H,2-5H2,1H3","InChI=1/C13H10/c1-3-7-12-10(5-1)9-11-6-2-4-8-13(11)12/h1-8H,9H2",-9.24,0,"[-9.24, -9.24]","['Abraham Paper (A12)', 'Abraham Paper (A2)']",88.15,166.223,6,13
CCCCCCO,C1C2=CC=CC=C2C3=CC=CC=C31,"InChI=1/C6H14O/c1-2-3-4-5-6-7/h7H,2-6H2,1H3","InChI=1/C13H10/c1-3-7-12-10(5-1)9-11-6-2-4-8-13(11)12/h1-8H,9H2",-9.26,0,"[-9.26, -9.26]","['Abraham Paper (A12)', 'Abraham Paper (A2)']",102.177,166.223,7,13
CCCCCCCO,C1C2=CC=CC=C2C3=CC=CC=C31,"InChI=1/C7H16O/c1-2-3-4-5-6-7-8/h8H,2-7H2,1H3","InChI=1/C13H10/c1-3-7-12-10(5-1)9-11-6-2-4-8-13(11)12/h1-8H,9H2",-9.33,0,"[-9.33, -9.33]","['Abraham Paper (A12)', 'Abraham Paper (A2)']",116.204,166.223,8,13
CCCCCCCCCCO,C1C2=CC=CC=C2C3=CC=CC=C31,"InChI=1/C10H22O/c1-2-3-4-5-6-7-8-9-10-11/h11H,2-10H2,1H3","InChI=1/C13H10/c1-3-7-12-10(5-1)9-11-6-2-4-8-13(11)12/h1-8H,9H2",-9.33,0,"[-9.33, -9.33]","['Abraham Paper (A12)', 'Abraham Paper (A2)']",158.285,166.223,11,13
